id;Tgl;Kab/Kota;Tingkat Harga;BMB;BMK;BPI;BPL;BNC;CMB;CMK;CRH;CRM;KBK;KTG;KLB;KLG;MTM;TMT;WRT;CHB
31000;01 Januari 2023;Wonosobo;Harga Produsen;0;18000;0;17000;0;0;28000;31000;42000;0;12000;0;5000;0;7000;4000;0
31050;03 Januari 2023;Wonosobo;Harga Produsen;0;18000;0;17000;0;0;28000;36000;45000;0;12000;0;5000;0;7000;4000;0
31068;04 Januari 2023;Wonosobo;Harga Produsen;0;18000;0;17000;0;0;32000;36000;45000;0;12000;0;5000;0;6000;4000;0
31135;05 Januari 2023;Wonosobo;Harga Produsen;0;18000;0;17000;0;0;32000;36000;45000;0;12000;0;5000;0;6000;4000;0
31178;06 Januari 2023;Wonosobo;Harga Produsen;0;18000;0;17000;0;0;32000;51000;60000;0;12000;0;7000;0;6000;4000;0
31277;09 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;17000;0;0;27000;51000;60000;0;12000;0;7000;0;6000;4000;0
31302;10 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;17000;0;0;27000;51000;60000;0;12000;0;7000;0;6000;4000;0
31303;08 Januari 2023;Wonosobo;Harga Produsen;0;18000;0;17000;0;0;32000;51000;60000;0;12000;0;7000;0;6000;4000;0
31304;07 Januari 2023;Wonosobo;Harga Produsen;0;18000;0;17000;0;0;32000;51000;60000;0;12000;0;7000;0;6000;4000;0
31365;11 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;17000;0;0;27000;47000;51000;0;12000;0;7000;0;6000;3500;0
31403;12 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;47000;51000;0;12000;0;7000;0;6000;3500;0
31451;13 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;47000;51000;0;12000;0;6000;0;6000;3500;0
31552;16 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;36000;36000;0;12000;0;6000;0;6000;3500;0
31556;14 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;47000;51000;0;12000;0;6000;0;6000;3500;0
31557;15 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;47000;51000;0;12000;0;6000;0;6000;3500;0
31622;17 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;26000;27000;0;12000;0;6000;0;6500;3500;0
31662;18 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;26000;27000;0;12000;0;6000;0;6500;3500;0
31726;19 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;26000;35000;0;14000;0;6000;0;4500;3500;0
31765;20 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;26000;35000;0;14000;0;6000;0;4500;3500;0
31860;24 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;31000;42000;0;14000;0;6000;0;4500;3500;0
31864;21 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;26000;35000;0;14000;0;6000;0;4500;3500;0
31869;22 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;26000;35000;0;14000;0;6000;0;4500;3500;0
31874;23 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;31000;42000;0;14000;0;6000;0;4500;3500;0
31928;25 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;31000;42000;0;14000;0;6000;0;4500;3500;0
32153;26 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;31000;42000;0;14000;0;6000;0;4500;3500;0
32155;27 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;31000;42000;0;14000;0;6000;0;4500;3500;0
32158;28 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;31000;42000;0;14000;0;6000;0;4500;3500;0
32164;29 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;31000;42000;0;14000;0;6000;0;4500;3500;0
32174;30 Januari 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;27000;31000;42000;0;14000;0;6000;0;4500;3500;0
32177;30 Januari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;27000;31000;46000;0;14000;0;6000;0;4000;4000;0
32179;31 Januari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;27000;31000;46000;0;14000;0;6000;0;4000;4000;0
32241;01 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;27000;31000;46000;0;14000;0;6000;0;3000;4000;0
32312;02 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;27000;31000;46000;0;14000;0;6000;0;3000;4000;0
32353;03 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;27000;31000;46000;0;14000;0;6000;0;3000;4000;0
32437;04 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;27000;31000;46000;0;14000;0;6000;0;3000;4000;0
32445;05 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;27000;31000;46000;0;14000;0;6000;0;3000;4000;0
32449;06 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;27000;31000;46000;0;14000;0;5000;0;3000;4000;0
32523;07 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;40000;31000;36000;0;14000;0;5000;0;3000;4000;0
32609;08 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;40000;31000;36000;0;14000;0;5000;0;3000;4000;0
32671;09 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;40000;31000;36000;0;14000;0;5000;0;3000;4000;0
32811;10 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;40000;31000;36000;0;14000;0;5000;0;3000;4000;0
32816;11 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;40000;31000;36000;0;14000;0;5000;0;3000;4000;0
32818;12 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;40000;31000;36000;0;14000;0;5000;0;3000;4000;0
32820;13 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;36000;36000;39000;0;14000;0;5000;0;2000;4000;0
32822;13 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;36000;36000;39000;0;14000;0;5000;0;2000;4000;0
32947;14 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;36000;36000;39000;0;14000;0;5000;0;2000;4000;0
32990;15 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;31000;36000;51000;0;14000;0;5000;0;2000;4000;0
33032;15 Februari 2023;Wonosobo;Harga Produsen;0;26000;0;16000;0;0;31000;36000;51000;0;14000;0;5000;0;2000;4000;0
33036;16 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;14000;0;0;40000;36000;51000;0;14000;0;5000;0;2000;4000;0
33097;17 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;14000;0;0;40000;41000;51000;0;14000;0;5000;0;2000;4000;0
33247;18 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;14000;0;0;40000;41000;51000;0;14000;0;5000;0;2000;4000;0
33250;19 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;14000;0;0;40000;41000;51000;0;14000;0;5000;0;2000;4000;0
33252;20 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;14000;0;0;46000;41000;51000;0;14000;0;5000;0;2000;4000;0
33350;21 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;14000;0;0;46000;41000;51000;0;14000;0;5000;0;2000;4000;0
33352;22 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;14000;0;0;51000;41000;56000;0;14000;0;5000;0;2000;4000;0
33394;23 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;14000;0;0;51000;41000;56000;0;14000;0;5000;0;2000;4000;0
33579;27 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;47000;36000;51000;0;14000;0;3500;0;2000;4000;0
33659;24 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;51000;41000;56000;0;14000;0;4000;0;2000;4000;0
33661;25 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;51000;41000;56000;0;14000;0;4000;0;2000;4000;0
33664;26 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;51000;41000;56000;0;14000;0;4000;0;2000;4000;0
33667;28 Februari 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;47000;36000;51000;0;14000;0;3500;0;2000;4000;0
33713;01 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;42000;36000;51000;0;14000;0;3500;0;2000;4000;0
33779;02 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;42000;36000;51000;0;14000;0;3500;0;2000;4000;0
33812;03 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;42000;36000;51000;0;14000;0;3500;0;2000;4000;0
33864;04 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;42000;36000;51000;0;14000;0;3500;0;2000;4000;0
33866;05 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;15000;0;0;42000;36000;51000;0;14000;0;3500;0;2000;4000;0
33870;06 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;17000;0;0;36000;32000;56000;0;14000;0;3500;0;2000;4000;0
33960;07 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;17000;0;0;36000;32000;56000;0;14000;0;3500;0;2000;4000;0
34025;08 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;17000;0;0;36000;32000;56000;0;14000;0;3500;0;2000;4000;0
34087;09 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;32000;56000;0;14000;0;3500;0;5000;4000;0
34116;10 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;32000;56000;0;14000;0;3500;0;5000;4000;0
34413;11 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;32000;56000;0;14000;0;3500;0;5000;4000;0
34420;12 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;32000;56000;0;14000;0;3500;0;5000;4000;0
34426;13 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;34000;57000;0;14000;0;3500;0;5000;4000;0
34430;14 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;34000;57000;0;14000;0;3500;0;5000;4000;0
34437;15 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;34000;57000;0;14000;0;3500;0;5000;4000;0
34443;16 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;34000;57000;0;14000;0;3500;0;5000;4000;0
34574;17 Maret 2023;Wonosobo;Harga Produsen;0;26000;0;17000;0;0;36000;34000;57000;0;14000;0;3500;0;5000;4000;0
34583;20 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;36000;42000;62000;0;14000;0;3500;0;4000;4000;0
34594;18 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;36000;36000;60000;0;14000;0;3500;0;4000;4000;0
34596;19 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;36000;36000;60000;0;14000;0;3500;0;4000;4000;0
34673;21 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;36000;36000;62000;0;14000;0;3500;0;4000;4000;0
34819;24 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;35000;35000;60000;0;14000;0;3500;0;4000;4000;0
34821;23 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;35000;35000;60000;0;14000;0;3500;0;4000;4000;0
34823;22 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;36000;36000;62000;0;14000;0;3500;0;4000;4000;0
34949;27 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;32000;32000;57000;0;14000;0;3500;0;4000;4000;0
34951;25 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;35000;35000;60000;0;14000;0;3500;0;4000;4000;0
34961;26 Maret 2023;Wonosobo;Harga Produsen;0;24000;0;16000;0;0;35000;35000;60000;0;14000;0;3500;0;4000;4000;0
35035;28 Maret 2023;Wonosobo;Harga Produsen;0;17000;0;18000;0;0;21000;31000;40000;0;14000;0;3500;0;4000;4000;0
35094;29 Maret 2023;Wonosobo;Harga Produsen;0;17000;0;18000;0;0;21000;26000;25000;0;14000;0;3500;0;7000;4000;0
35146;30 Maret 2023;Wonosobo;Harga Produsen;0;17000;0;18000;0;0;21000;26000;25000;0;14000;0;3500;0;7000;4000;0
35182;31 Maret 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;26000;26000;35000;0;14000;0;3500;0;7000;4000;0
35351;04 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;28000;26000;35000;0;14000;0;3500;0;6000;4000;0
35353;03 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;28000;26000;35000;0;14000;0;3500;0;6000;4000;0
35357;01 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;26000;26000;35000;0;14000;0;3500;0;7000;4000;0
35359;02 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;26000;26000;35000;0;14000;0;3500;0;7000;4000;0
35430;05 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;28000;26000;35000;0;14000;0;3500;0;6000;4000;0
35575;10 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;22000;20000;20000;0;14000;0;3000;0;6000;4000;0
35577;09 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;22000;20000;20000;0;14000;0;3000;0;6000;4000;0
35597;06 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;28000;26000;35000;0;14000;0;3500;0;6000;4000;0
35604;07 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;28000;26000;35000;0;14000;0;3500;0;6000;4000;0
35608;08 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;28000;26000;35000;0;14000;0;3500;0;6000;4000;0
35610;09 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;22000;20000;20000;0;14000;0;3000;0;6000;4000;0
35673;11 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;22000;20000;20000;0;14000;0;3000;0;6000;4000;0
35730;12 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;22000;16000;17000;0;14000;0;3000;0;6000;4000;0
35779;13 April 2023;Wonosobo;Harga Produsen;0;16000;0;18000;0;0;22000;16000;17000;0;14000;0;3000;0;6000;4000;0
35825;14 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;20000;16000;20000;0;14000;0;3000;0;6000;4000;0
35882;16 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;20000;16000;20000;0;14000;0;3000;0;6000;4000;0
35885;15 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;20000;16000;20000;0;14000;0;3000;0;6000;4000;0
35897;17 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;20000;15000;20000;0;14000;0;2500;0;8000;4000;0
36006;18 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;30000;20000;30000;0;14000;0;3000;0;8000;4000;0
36294;20 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;30000;20000;30000;0;14000;0;3000;0;8000;4000;0
36295;19 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;30000;20000;30000;0;14000;0;3000;0;8000;4000;0
36298;21 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;35000;30000;35000;0;14000;0;5000;0;16000;5000;0
36302;22 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;35000;30000;35000;0;14000;0;5000;0;16000;5000;0
36306;23 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;35000;30000;35000;0;14000;0;5000;0;16000;5000;0
36309;24 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;35000;30000;35000;0;14000;0;5000;0;16000;5000;0
36313;25 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;35000;30000;36000;0;14000;0;4000;0;16000;4000;0
36315;26 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;25000;30000;25000;0;14000;0;4000;0;12000;4000;0
36317;27 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;25000;30000;25000;0;14000;0;4000;0;12000;4000;0
36369;28 April 2023;Wonosobo;Harga Produsen;0;16000;0;20000;0;0;25000;30000;25000;0;14000;0;4000;0;12000;4000;0
36435;29 April 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;20000;16000;0;14000;0;4000;0;12000;4000;0
36442;30 April 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;20000;16000;0;14000;0;4000;0;12000;4000;0
36453;01 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;20000;16000;0;14000;0;4000;0;12000;4000;0
36457;02 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;20000;16000;0;14000;0;4000;0;12000;4000;0
36580;04 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;18000;0;0;16000;20000;16000;0;14000;0;4000;0;10000;4000;0
36582;03 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;20000;16000;0;14000;0;4000;0;10000;4000;0
36630;05 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;18000;0;0;14000;20000;16000;0;14000;0;4000;0;10000;4000;0
36769;06 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;18000;0;0;14000;20000;16000;0;14000;0;4000;0;10000;4000;0
36774;07 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;18000;0;0;14000;20000;16000;0;14000;0;4000;0;10000;4000;0
36777;08 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;21000;0;14000;0;4000;0;10000;4000;0
36872;09 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;21000;0;14000;0;4000;0;10000;4000;0
36913;10 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;21000;0;14000;0;4000;0;10000;4000;0
36952;11 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;24000;0;14000;0;4000;0;10000;4000;0
37033;12 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;24000;0;14000;0;4000;0;10000;4000;0
37103;13 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;24000;0;14000;0;4000;0;10000;4000;0
37106;14 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;24000;0;14000;0;4000;0;10000;4000;0
37109;15 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;24000;0;14000;0;4000;0;8000;4000;0
37197;16 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;20000;0;0;16000;26000;24000;0;14000;0;4000;0;8000;4000;0
37235;17 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;26000;21000;0;14000;0;4000;0;7500;4000;0
37294;19 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;26000;21000;0;14000;0;4000;0;7500;4000;0
37357;18 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;26000;21000;0;14000;0;4000;0;7500;4000;0
37365;20 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;26000;21000;0;14000;0;4000;0;7000;4000;0
37369;21 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;26000;21000;0;14000;0;4000;0;7000;4000;0
37372;22 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;29000;31000;0;14000;0;4000;0;7000;4000;0
37586;23 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;31000;34000;0;14000;0;4000;0;6000;4000;0
37642;24 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;30000;32000;0;14000;0;5000;0;6000;4000;0
37679;25 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;30000;32000;0;14000;0;5000;0;5500;4000;0
37742;26 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;30000;32000;0;14000;0;5000;0;5500;4000;0
37897;27 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;30000;32000;0;14000;0;5000;0;5500;4000;0
37901;28 Mei 2023;Wonosobo;Harga Produsen;0;20000;0;22000;0;0;16000;30000;32000;0;14000;0;5000;0;5500;4000;0
37903;29 Mei 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;22000;26000;0;14000;0;6000;0;4500;4000;0
38085;05 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;23000;32000;0;14000;0;6000;0;6000;4000;0
38089;30 Mei 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;22000;26000;0;14000;0;6000;0;4500;4000;0
38100;31 Mei 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;22000;26000;0;14000;0;6000;0;4500;4000;0
38104;01 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;22000;26000;0;14000;0;6000;0;4500;4000;0
38108;02 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;22000;26000;0;14000;0;6000;0;4500;4000;0
38111;03 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;22000;26000;0;14000;0;6000;0;4500;4000;0
38113;04 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;22000;26000;0;14000;0;6000;0;4500;4000;0
38175;06 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;23000;32000;0;14000;0;6000;0;6000;4000;0
38235;07 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;23000;32000;0;14000;0;6000;0;6000;4000;0
38302;08 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;23000;32000;0;13000;0;6000;0;6000;4000;0
38339;09 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;23000;32000;0;13000;0;6000;0;7000;4000;0
38406;10 Juni 2023;Wonosobo;Harga Produsen;0;19000;0;22000;0;0;16000;23000;32000;0;13000;0;6000;0;7000;4000;0
